class_label,support,predicted_count,true_positive,recall,precision,evaluation_phase,scenario,model_family,model,representation,seed
4_nitrophenol,19,27,16,0.8421052631578947,0.5925925925925926,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
acetaminophen,16,13,9,0.5625,0.6923076923076923,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
benzyl_fentanyl,23,19,16,0.6956521739130435,0.8421052631578947,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
blank,15,21,12,0.8,0.5714285714285714,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
ethanol,12,14,10,0.8333333333333334,0.7142857142857143,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
ethyl_paraoxon,14,5,2,0.14285714285714285,0.4,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
4_ANPP,20,22,16,0.8,0.7272727272727273,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
4_nitrophenol,19,28,16,0.8421052631578947,0.5714285714285714,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
acetaminophen,16,14,10,0.625,0.7142857142857143,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
benzyl_fentanyl,23,15,13,0.5652173913043478,0.8666666666666667,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
blank,15,23,12,0.8,0.5217391304347826,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
ethanol,12,13,10,0.8333333333333334,0.7692307692307693,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
ethyl_paraoxon,14,4,2,0.14285714285714285,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
4_ANPP,20,19,14,0.7,0.7368421052631579,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_nitrophenol,19,27,15,0.7894736842105263,0.5555555555555556,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
acetaminophen,16,15,10,0.625,0.6666666666666666,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
benzyl_fentanyl,23,19,18,0.782608695652174,0.9473684210526315,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
blank,15,19,12,0.8,0.631578947368421,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethanol,12,14,10,0.8333333333333334,0.7142857142857143,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethyl_paraoxon,14,6,3,0.21428571428571427,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_ANPP,20,18,15,0.75,0.8333333333333334,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_nitrophenol,19,26,15,0.7894736842105263,0.5769230769230769,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
acetaminophen,16,14,11,0.6875,0.7857142857142857,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
benzyl_fentanyl,23,20,19,0.8260869565217391,0.95,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
blank,15,17,11,0.7333333333333333,0.6470588235294118,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethanol,12,18,10,0.8333333333333334,0.5555555555555556,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethyl_paraoxon,14,6,2,0.14285714285714285,0.3333333333333333,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_ANPP,20,20,14,0.7,0.7,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_nitrophenol,19,28,16,0.8421052631578947,0.5714285714285714,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
acetaminophen,16,14,7,0.4375,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
benzyl_fentanyl,23,17,14,0.6086956521739131,0.8235294117647058,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
blank,15,19,11,0.7333333333333333,0.5789473684210527,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethanol,12,13,9,0.75,0.6923076923076923,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethyl_paraoxon,14,8,4,0.2857142857142857,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_ANPP,20,25,15,0.75,0.6,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,arpls_minmax,2026
4_nitrophenol,19,29,17,0.8947368421052632,0.5862068965517241,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,arpls_minmax,2026
acetaminophen,16,14,9,0.5625,0.6428571428571429,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,arpls_minmax,2026
benzyl_fentanyl,23,25,18,0.782608695652174,0.72,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,arpls_minmax,2026
blank,15,10,9,0.6,0.9,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,arpls_minmax,2026
ethanol,12,11,8,0.6666666666666666,0.7272727272727273,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,arpls_minmax,2026
ethyl_paraoxon,14,5,3,0.21428571428571427,0.6,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,arpls_minmax,2026
4_ANPP,20,19,14,0.7,0.7368421052631579,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,derivative_1,2026
4_nitrophenol,19,29,17,0.8947368421052632,0.5862068965517241,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,derivative_1,2026
acetaminophen,16,19,13,0.8125,0.6842105263157895,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,derivative_1,2026
benzyl_fentanyl,23,22,18,0.782608695652174,0.8181818181818182,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,derivative_1,2026
blank,15,17,10,0.6666666666666666,0.5882352941176471,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,derivative_1,2026
ethanol,12,8,7,0.5833333333333334,0.875,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,derivative_1,2026
ethyl_paraoxon,14,5,3,0.21428571428571427,0.6,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,derivative_1,2026
4_ANPP,20,23,15,0.75,0.6521739130434783,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,minimal_minmax,2026
4_nitrophenol,19,24,16,0.8421052631578947,0.6666666666666666,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,minimal_minmax,2026
acetaminophen,16,13,9,0.5625,0.6923076923076923,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,minimal_minmax,2026
benzyl_fentanyl,23,17,14,0.6086956521739131,0.8235294117647058,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,minimal_minmax,2026
blank,15,23,12,0.8,0.5217391304347826,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,minimal_minmax,2026
ethanol,12,13,10,0.8333333333333334,0.7692307692307693,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,minimal_minmax,2026
ethyl_paraoxon,14,6,4,0.2857142857142857,0.6666666666666666,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,linear_svm,minimal_minmax,2026
4_ANPP,20,13,9,0.45,0.6923076923076923,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,arpls_minmax,2026
4_nitrophenol,19,28,14,0.7368421052631579,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,arpls_minmax,2026
acetaminophen,16,26,8,0.5,0.3076923076923077,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,arpls_minmax,2026
benzyl_fentanyl,23,39,17,0.7391304347826086,0.4358974358974359,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,arpls_minmax,2026
blank,15,7,2,0.13333333333333333,0.2857142857142857,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,arpls_minmax,2026
ethanol,12,4,1,0.08333333333333333,0.25,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,arpls_minmax,2026
ethyl_paraoxon,14,2,1,0.07142857142857142,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,arpls_minmax,2026
4_ANPP,20,18,13,0.65,0.7222222222222222,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,derivative_1,2026
4_nitrophenol,19,25,15,0.7894736842105263,0.6,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,derivative_1,2026
acetaminophen,16,22,10,0.625,0.45454545454545453,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,derivative_1,2026
benzyl_fentanyl,23,16,15,0.6521739130434783,0.9375,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,derivative_1,2026
blank,15,27,9,0.6,0.3333333333333333,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,derivative_1,2026
ethanol,12,7,5,0.4166666666666667,0.7142857142857143,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,derivative_1,2026
ethyl_paraoxon,14,4,2,0.14285714285714285,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,derivative_1,2026
4_ANPP,20,26,12,0.6,0.46153846153846156,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,minimal_minmax,2026
4_nitrophenol,19,22,11,0.5789473684210527,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,minimal_minmax,2026
acetaminophen,16,15,7,0.4375,0.4666666666666667,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,minimal_minmax,2026
benzyl_fentanyl,23,19,6,0.2608695652173913,0.3157894736842105,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,minimal_minmax,2026
blank,15,22,5,0.3333333333333333,0.22727272727272727,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,minimal_minmax,2026
ethanol,12,3,2,0.16666666666666666,0.6666666666666666,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,minimal_minmax,2026
ethyl_paraoxon,14,12,2,0.14285714285714285,0.16666666666666666,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,nearest_centroid,minimal_minmax,2026
4_ANPP,20,15,13,0.65,0.8666666666666667,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,arpls_minmax,2026
4_nitrophenol,19,27,17,0.8947368421052632,0.6296296296296297,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,arpls_minmax,2026
acetaminophen,16,17,11,0.6875,0.6470588235294118,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,arpls_minmax,2026
benzyl_fentanyl,23,19,16,0.6956521739130435,0.8421052631578947,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,arpls_minmax,2026
blank,15,22,12,0.8,0.5454545454545454,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,arpls_minmax,2026
ethanol,12,11,10,0.8333333333333334,0.9090909090909091,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,arpls_minmax,2026
ethyl_paraoxon,14,8,3,0.21428571428571427,0.375,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,arpls_minmax,2026
4_ANPP,20,17,14,0.7,0.8235294117647058,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,derivative_1,2026
4_nitrophenol,19,28,17,0.8947368421052632,0.6071428571428571,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,derivative_1,2026
acetaminophen,16,18,13,0.8125,0.7222222222222222,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,derivative_1,2026
benzyl_fentanyl,23,21,18,0.782608695652174,0.8571428571428571,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,derivative_1,2026
blank,15,17,11,0.7333333333333333,0.6470588235294118,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,derivative_1,2026
ethanol,12,12,9,0.75,0.75,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,derivative_1,2026
ethyl_paraoxon,14,6,4,0.2857142857142857,0.6666666666666666,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,derivative_1,2026
4_ANPP,20,19,16,0.8,0.8421052631578947,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,minimal_minmax,2026
4_nitrophenol,19,25,15,0.7894736842105263,0.6,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,minimal_minmax,2026
acetaminophen,16,16,13,0.8125,0.8125,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,minimal_minmax,2026
benzyl_fentanyl,23,17,14,0.6086956521739131,0.8235294117647058,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,minimal_minmax,2026
blank,15,24,13,0.8666666666666667,0.5416666666666666,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,minimal_minmax,2026
ethanol,12,12,9,0.75,0.75,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,minimal_minmax,2026
ethyl_paraoxon,14,6,3,0.21428571428571427,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,classical,pca_logistic,minimal_minmax,2026
4_ANPP,20,21,15,0.75,0.7142857142857143,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
4_nitrophenol,19,26,15,0.7894736842105263,0.5769230769230769,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
acetaminophen,16,11,10,0.625,0.9090909090909091,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
benzyl_fentanyl,23,18,16,0.6956521739130435,0.8888888888888888,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
blank,15,23,13,0.8666666666666667,0.5652173913043478,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
ethanol,12,13,9,0.75,0.6923076923076923,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
ethyl_paraoxon,14,7,2,0.14285714285714285,0.2857142857142857,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
4_ANPP,20,22,16,0.8,0.7272727272727273,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
4_nitrophenol,19,25,14,0.7368421052631579,0.56,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
acetaminophen,16,13,10,0.625,0.7692307692307693,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
benzyl_fentanyl,23,15,14,0.6086956521739131,0.9333333333333333,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
blank,15,25,13,0.8666666666666667,0.52,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
ethanol,12,11,9,0.75,0.8181818181818182,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
ethyl_paraoxon,14,8,2,0.14285714285714285,0.25,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
4_ANPP,20,23,14,0.7,0.6086956521739131,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
4_nitrophenol,19,25,15,0.7894736842105263,0.6,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
acetaminophen,16,12,9,0.5625,0.75,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
benzyl_fentanyl,23,14,12,0.5217391304347826,0.8571428571428571,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
blank,15,23,11,0.7333333333333333,0.4782608695652174,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
ethanol,12,14,10,0.8333333333333334,0.7142857142857143,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
ethyl_paraoxon,14,8,2,0.14285714285714285,0.25,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
4_ANPP,20,16,13,0.65,0.8125,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_nitrophenol,19,26,15,0.7894736842105263,0.5769230769230769,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
acetaminophen,16,14,12,0.75,0.8571428571428571,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
benzyl_fentanyl,23,17,16,0.6956521739130435,0.9411764705882353,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
blank,15,25,12,0.8,0.48,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethanol,12,14,10,0.8333333333333334,0.7142857142857143,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethyl_paraoxon,14,7,2,0.14285714285714285,0.2857142857142857,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_ANPP,20,18,14,0.7,0.7777777777777778,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
4_nitrophenol,19,25,15,0.7894736842105263,0.6,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
acetaminophen,16,16,12,0.75,0.75,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
benzyl_fentanyl,23,18,16,0.6956521739130435,0.8888888888888888,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
blank,15,22,13,0.8666666666666667,0.5909090909090909,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethanol,12,10,7,0.5833333333333334,0.7,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethyl_paraoxon,14,10,3,0.21428571428571427,0.3,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
4_ANPP,20,18,15,0.75,0.8333333333333334,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
4_nitrophenol,19,26,15,0.7894736842105263,0.5769230769230769,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
acetaminophen,16,14,11,0.6875,0.7857142857142857,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
benzyl_fentanyl,23,19,17,0.7391304347826086,0.8947368421052632,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
blank,15,21,13,0.8666666666666667,0.6190476190476191,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethanol,12,11,8,0.6666666666666666,0.7272727272727273,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethyl_paraoxon,14,10,3,0.21428571428571427,0.3,outer,nato_outer_o1__train_strict_core__test_strict_core,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
4_ANPP,20,20,15,0.75,0.75,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,1729
4_nitrophenol,19,27,17,0.8947368421052632,0.6296296296296297,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,1729
acetaminophen,16,21,11,0.6875,0.5238095238095238,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,1729
benzyl_fentanyl,23,19,17,0.7391304347826086,0.8947368421052632,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,1729
blank,15,14,9,0.6,0.6428571428571429,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,1729
ethanol,12,11,11,0.9166666666666666,1.0,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,1729
ethyl_paraoxon,14,7,3,0.21428571428571427,0.42857142857142855,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,1729
4_ANPP,20,19,15,0.75,0.7894736842105263,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,2718
4_nitrophenol,19,28,17,0.8947368421052632,0.6071428571428571,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,2718
acetaminophen,16,13,4,0.25,0.3076923076923077,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,2718
benzyl_fentanyl,23,22,20,0.8695652173913043,0.9090909090909091,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,2718
blank,15,12,6,0.4,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,2718
ethanol,12,12,8,0.6666666666666666,0.6666666666666666,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,2718
ethyl_paraoxon,14,13,4,0.2857142857142857,0.3076923076923077,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,2718
4_ANPP,20,17,14,0.7,0.8235294117647058,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,3141
4_nitrophenol,19,31,17,0.8947368421052632,0.5483870967741935,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,3141
acetaminophen,16,16,8,0.5,0.5,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,3141
benzyl_fentanyl,23,25,20,0.8695652173913043,0.8,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,3141
blank,15,14,6,0.4,0.42857142857142855,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,3141
ethanol,12,9,9,0.75,1.0,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,3141
ethyl_paraoxon,14,7,3,0.21428571428571427,0.42857142857142855,outer,nato_outer_o1__train_strict_core__test_strict_core,siamese,deterministic_edge_triplet,derivative_1,3141
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,1729
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,1729
acetaminophen,4,16,4,1.0,0.25,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,1729
benzyl_fentanyl,1,2,1,1.0,0.5,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,1729
blank,3,1,1,0.3333333333333333,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,1729
ethanol,6,1,1,0.16666666666666666,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,1729
ethyl_paraoxon,2,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,1729
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
