stage,scenario,representation,seed,instrument,sensor_family,observations,supported_observations,correct_supported,mean_confidence,accuracy_supported
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,Pendar-2,GaN_polymer,8,8,6,0.8924281941143306,0.75
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,RMX-1,GaN_polymer,2,2,2,0.9770337919636884,1.0
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Agilent-3,H_SERS_H_Kit,12,12,4,0.8297904695871612,0.3333333333333333
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,54,54,16,0.9008679639735485,0.2962962962962963
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,49,49,14,0.8925843079198057,0.2857142857142857
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Pendar-3,H_SERS_H_Kit,6,6,2,0.9710641729024023,0.3333333333333333
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,32,32,15,0.9466363342580318,0.46875
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Agilent-3,H_SERS_H_Kit,12,12,5,0.8210963185069821,0.4166666666666667
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,54,54,15,0.8580938500484491,0.2777777777777778
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,49,49,14,0.8601615770118998,0.2857142857142857
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Pendar-3,H_SERS_H_Kit,6,6,2,0.92410798068967,0.3333333333333333
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,32,32,15,0.9658263076066744,0.46875
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Agilent-3,H_SERS_H_Kit,12,12,4,0.8062004422450854,0.3333333333333333
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,54,54,16,0.8846845625290114,0.2962962962962963
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,49,49,14,0.8443191342511945,0.2857142857142857
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Pendar-3,H_SERS_H_Kit,6,6,2,0.9627814033339116,0.3333333333333333
domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,RMX-1,H_SERS_H_Kit,32,32,15,0.9822414420053431,0.46875
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Agilent-1,NRC_Canadian_SERS,8,8,0,0.9867936012127985,0.0
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Agilent-3,NRC_Canadian_SERS,3,3,0,0.9027488323076395,0.0
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,16,16,3,0.7487222365731219,0.1875
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,20,20,1,0.6787431311764148,0.05
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Pendar-1,NRC_Canadian_SERS,14,14,0,0.8026181040143746,0.0
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,17,17,3,0.792559261599984,0.17647058823529413
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,13,13,2,0.7666366627133306,0.15384615384615385
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,RMX-2,NRC_Canadian_SERS,7,7,3,0.9416581064652869,0.42857142857142855
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Agilent-1,NRC_Canadian_SERS,8,8,2,0.6664306237059621,0.25
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Agilent-3,NRC_Canadian_SERS,3,3,0,0.658950093857797,0.0
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,16,16,1,0.8296218207271714,0.0625
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,20,20,7,0.70351730691168,0.35
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Pendar-1,NRC_Canadian_SERS,14,14,4,0.6610592534815686,0.2857142857142857
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,17,17,3,0.7777678961816538,0.17647058823529413
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,13,13,3,0.7406730272704097,0.23076923076923078
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,RMX-2,NRC_Canadian_SERS,7,7,3,0.7597490629120841,0.42857142857142855
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Agilent-1,NRC_Canadian_SERS,8,8,0,0.9918068346731009,0.0
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Agilent-3,NRC_Canadian_SERS,3,3,0,0.972845701947087,0.0
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Mira-2,NRC_Canadian_SERS,16,16,1,0.8696372934158476,0.0625
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Mira-3,NRC_Canadian_SERS,20,20,1,0.7905502069556862,0.05
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Pendar-1,NRC_Canadian_SERS,14,14,0,0.8602218291771144,0.0
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Pendar-3,NRC_Canadian_SERS,17,17,3,0.7802377810676155,0.17647058823529413
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,RMX-1,NRC_Canadian_SERS,13,13,1,0.9898458804422053,0.07692307692307693
domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,RMX-2,NRC_Canadian_SERS,7,7,3,0.9946937136102064,0.42857142857142855
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Agilent-1,pSERS_Metrohm_silver,21,21,7,0.7015746464888015,0.3333333333333333
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,52,52,19,0.7407359989296871,0.36538461538461536
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,20,20,3,0.639171771454864,0.15
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Mira-2,pSERS_Metrohm_silver,1,1,0,0.6085794730952758,0.0
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,52,52,28,0.7128831114353531,0.5384615384615384
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,32,32,4,0.6419689832522459,0.125
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,41,41,10,0.6449080553147738,0.24390243902439024
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,47,47,17,0.6548693008586649,0.3617021276595745
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,RMX-2,pSERS_Metrohm_silver,58,58,19,0.6736053382441365,0.3275862068965517
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Agilent-1,pSERS_Metrohm_silver,21,21,7,0.7551750677769465,0.3333333333333333
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Agilent-3,pSERS_Metrohm_silver,52,52,22,0.7478284780238086,0.4230769230769231
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,20,20,11,0.7073088270632232,0.55
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Mira-2,pSERS_Metrohm_silver,1,1,0,0.6380050583832136,0.0
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,52,52,29,0.7592980147834859,0.5576923076923077
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,32,32,12,0.7476253972628825,0.375
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,41,41,12,0.701416083645717,0.2926829268292683
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,47,47,19,0.7489771281820657,0.40425531914893614
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,RMX-2,pSERS_Metrohm_silver,58,58,23,0.631033974044144,0.39655172413793105
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Agilent-1,pSERS_Metrohm_silver,21,21,7,0.6611965604917112,0.3333333333333333
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Agilent-3,pSERS_Metrohm_silver,52,52,23,0.7593312248193975,0.4423076923076923
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Mira-1,pSERS_Metrohm_silver,20,20,8,0.7332130185879413,0.4
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Mira-2,pSERS_Metrohm_silver,1,1,0,0.3444929297554445,0.0
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Mira-3,pSERS_Metrohm_silver,52,52,28,0.7111114076068059,0.5384615384615384
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Pendar-1,pSERS_Metrohm_silver,32,32,10,0.5758150816342104,0.3125
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Pendar-2,pSERS_Metrohm_silver,41,41,14,0.6746701658248719,0.34146341463414637
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Pendar-3,pSERS_Metrohm_silver,47,47,25,0.6472730827192155,0.5319148936170213
domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,RMX-2,pSERS_Metrohm_silver,58,58,25,0.6688910832136756,0.43103448275862066
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-2,GaN_polymer,2,2,1,0.8148456617176965,0.5
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,9,9,3,0.8034333148013341,0.3333333333333333
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,2,2,2,0.9829258137226442,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,2,2,2,0.8321721816619103,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-2,GaN_polymer,2,2,0,0.4680292010384135,0.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,9,9,2,0.7705333517119899,0.2222222222222222
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,2,2,2,0.9906679450679866,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,2,2,2,0.8403532239792919,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-2,GaN_polymer,2,2,1,0.8623060415666798,0.5
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,9,9,1,0.8343237341753035,0.1111111111111111
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-2,pSERS_Metrohm_silver,2,2,2,0.9911055322129056,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-3,pSERS_Metrohm_silver,2,2,1,0.7523278839747098,0.5
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-2,GaN_polymer,2,2,2,0.8764248099605015,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-2,H_SERS_H_Kit,9,9,3,0.8070219995605533,0.3333333333333333
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-2,pSERS_Metrohm_silver,2,2,2,0.9662863612255357,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-3,pSERS_Metrohm_silver,2,2,2,0.805773037914401,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-2,GaN_polymer,2,2,2,0.9151826555178748,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-2,H_SERS_H_Kit,9,9,2,0.7517211074656642,0.2222222222222222
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-2,pSERS_Metrohm_silver,2,2,2,0.979032477287572,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-3,pSERS_Metrohm_silver,2,2,2,0.8230595804703613,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-2,GaN_polymer,2,2,2,0.9374950508103197,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-2,H_SERS_H_Kit,9,9,1,0.8019751812447393,0.1111111111111111
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-2,pSERS_Metrohm_silver,2,2,2,0.9927918270978731,1.0
outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-3,pSERS_Metrohm_silver,2,2,1,0.848168026504177,0.5
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.9017784171175561,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-3,GaN_polymer,2,2,1,0.7229085894412177,0.5
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-3,H_SERS_H_Kit,3,3,3,0.7927141753044187,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,13,13,12,0.942002213189537,0.9230769230769231
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,7,7,6,0.9090287305257446,0.8571428571428571
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-2,GaN_polymer,2,2,2,0.9167223532720505,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,9,9,8,0.954643502644918,0.8888888888888888
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,2,2,1,0.7049446164846984,0.5
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,4,4,2,0.5132960589449325,0.5
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,12,12,10,0.7360628400603138,0.8333333333333334
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-1,NRC_Canadian_SERS,5,5,2,0.5473809975638605,0.4
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,8,8,5,0.8541818179919626,0.625
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,1,1,1,0.7782130534628718,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,4,4,4,0.9154083968112771,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,1,1,0,0.4535106954661981,0.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,7,7,6,0.8893937891369068,0.8571428571428571
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,5,5,4,0.963783370056281,0.8
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,2,2,1,0.5828378436853127,0.5
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-2,pSERS_Metrohm_silver,12,12,12,0.8085547914354767,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-1,pSERS_Metrohm_silver,4,4,3,0.8235286779394817,0.75
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-3,GaN_polymer,2,2,1,0.7528225671782175,0.5
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-3,H_SERS_H_Kit,3,3,2,0.8031403964679261,0.6666666666666666
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-3,pSERS_Metrohm_silver,13,13,11,0.917501185092508,0.8461538461538461
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,7,7,5,0.9051279585707279,0.7142857142857143
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-2,GaN_polymer,2,2,1,0.5717417070223694,0.5
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,9,9,8,0.9458509852428674,0.8888888888888888
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,2,2,1,0.7496512051553403,0.5
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,4,4,2,0.5623544413928514,0.5
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,12,12,9,0.7625076863414342,0.75
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-1,NRC_Canadian_SERS,5,5,2,0.5545585211154752,0.4
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,8,8,6,0.835111518961866,0.75
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,1,1,1,0.7673227301367993,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,4,4,4,0.82390886473442,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,1,1,0,0.3716889685763686,0.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,7,7,6,0.8630350279460381,0.8571428571428571
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,5,5,4,0.8782165054004081,0.8
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,2,2,0,0.550355006449596,0.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-2,pSERS_Metrohm_silver,12,12,12,0.7934626234682202,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.8444065044049716,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-3,GaN_polymer,2,2,2,0.6916649942390212,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-3,H_SERS_H_Kit,3,3,3,0.9561226908860364,1.0
outer,nato_outer_o0__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-3,pSERS_Metrohm_silver,13,13,11,0.8955736577924355,0.8461538461538461
